,Instrument,Date,1 Month Total Return,Company Market Cap,Price Close
0,GWW.N,2004-01-30T00:00:00Z,1.58261236452866,4392956150.82,48.14
1,GWW.N,2004-02-27T00:00:00Z,-0.143326580657466,4311740301.75,47.25
2,GWW.N,2004-03-31T00:00:00Z,1.58730158991343,4365450144.0,48.0
3,GWW.N,2004-04-30T00:00:00Z,8.78139921302534,4765616407.2,52.4
4,GWW.N,2004-05-28T00:00:00Z,4.30996384049072,4952057507.1,54.45
5,GWW.N,2004-06-30T00:00:00Z,5.60146923644724,5233295742.5,57.5
6,GWW.N,2004-07-30T00:00:00Z,-7.91304347887435,4819182775.05,52.95
7,GWW.N,2004-08-31T00:00:00Z,1.26368827929915,4861049140.99,53.41
8,GWW.N,2004-09-30T00:00:00Z,7.45573159319097,5193201876.34999,57.65
9,GWW.N,2004-10-29T00:00:00Z,1.63052905509746,5277878541.81,58.59
10,GWW.N,2004-11-30T00:00:00Z,5.93623087066089,5572445239.74,61.86
11,GWW.N,2004-12-31T00:00:00Z,7.69479469505638,6001233460.58,66.62
12,GWW.N,2005-01-31T00:00:00Z,-8.12068447968789,5549629990.94,61.21
13,GWW.N,2005-02-28T00:00:00Z,4.65634764921361,5691974690.92,62.78
14,GWW.N,2005-03-31T00:00:00Z,-0.812360623973818,5646936019.92,62.27
15,GWW.N,2005-04-29T00:00:00Z,-10.8800773695651,5013956841.84,55.29
16,GWW.N,2005-05-31T00:00:00Z,-1.20429500548092,4932340615.44,54.39
17,GWW.N,2005-06-30T00:00:00Z,0.036516340681647,4882114562.18,54.79
18,GWW.N,2005-07-29T00:00:00Z,13.743383827274,5553082305.44,62.32
19,GWW.N,2005-08-31T00:00:00Z,3.60844033643046,5731294189.44,64.32
20,GWW.N,2005-09-30T00:00:00Z,0.704225353681842,5627284806.0,62.92
21,GWW.N,2005-10-31T00:00:00Z,6.45263827010705,5990393139.0,66.98
22,GWW.N,2005-11-30T00:00:00Z,6.60969547593824,6281058676.5,70.23
23,GWW.N,2005-12-30T00:00:00Z,1.23878684146019,6358867604.99999,71.1
24,GWW.N,2006-01-31T00:00:00Z,-0.239099857053893,6380290749.55,70.93
25,GWW.N,2006-02-28T00:00:00Z,3.82568948008135,6660041267.4,74.04
26,GWW.N,2006-03-31T00:00:00Z,1.76931388335926,6764117659.2,75.35
27,GWW.N,2006-04-28T00:00:00Z,1.5311510000481,6905055479.04,76.92
28,GWW.N,2006-05-31T00:00:00Z,-5.84256254577645,6477753553.92,72.16
29,GWW.N,2006-06-30T00:00:00Z,5.20206963882164,6663588428.76,75.23
30,GWW.N,2006-07-31T00:00:00Z,-17.466436261781,5499697003.08,62.09
