,Instrument,Date,1 Month Total Return,Company Market Cap,Price Close
0,VZ.N,2004-01-30T00:00:00Z,6.1806137949646,101790746785.639,33.045160933
1,VZ.N,2004-02-27T00:00:00Z,3.34321919743428,106151577828.62,34.36302275
2,VZ.N,2004-03-31T00:00:00Z,-4.66997130334237,101227186119.78,32.758279449
3,VZ.N,2004-04-30T00:00:00Z,5.00200550410415,104551560048.18,33.834085014
4,VZ.N,2004-05-28T00:00:00Z,-8.37307896106572,95797375370.06,31.00113036
5,VZ.N,2004-06-30T00:00:00Z,4.65587044645244,100190858114.269,32.444502826
6,VZ.N,2004-07-30T00:00:00Z,7.63018555128527,106696757991.819,34.551288724
7,VZ.N,2004-08-31T00:00:00Z,1.84224182771131,108662370295.25,35.187807016
8,VZ.N,2004-09-30T00:00:00Z,0.896746091417011,109041579665.48,35.304352619
9,VZ.N,2004-10-29T00:00:00Z,0.210538235600199,108266271328.6,35.05333132
10,VZ.N,2004-11-30T00:00:00Z,5.44757033314411,114164152605.58,36.962886198
11,VZ.N,2004-12-31T00:00:00Z,-1.74630123742237,112170502596.459,36.317402859
12,VZ.N,2005-01-31T00:00:00Z,-11.2899248524856,98583052570.5,31.906600043
13,VZ.N,2005-02-28T00:00:00Z,0.812780268898927,99635639251.5,32.247271806
14,VZ.N,2005-03-31T00:00:00Z,-1.3066444268201,98234398644.5,31.825914626
15,VZ.N,2005-04-29T00:00:00Z,2.19674754727148,99064548492.2,32.094866017
16,VZ.N,2005-05-31T00:00:00Z,-1.17318435633585,97902333080.0,31.71833407
17,VZ.N,2005-06-30T00:00:00Z,-2.56627185450277,95537640064.65,30.974235221
18,VZ.N,2005-07-29T00:00:00Z,0.239549974610087,94652776249.29,30.687353737
19,VZ.N,2005-08-31T00:00:00Z,-4.44054922419247,90449673126.33,29.324666688
20,VZ.N,2005-09-30T00:00:00Z,1.05100463523384,90387081033.1299,29.306736595
21,VZ.N,2005-10-31T00:00:00Z,-2.36681084600702,87124408790.27,28.248861123
22,VZ.N,2005-11-30T00:00:00Z,0.883280755186311,88423947734.46,28.670218303
23,VZ.N,2005-12-30T00:00:00Z,-5.81613508626159,83281091487.24,27.002719677
